04/22 01:33:08 AM: Printing arguments : Namespace(seed=1234, batch_size=64, num_workers=4, lr=0.1, lr_divisor=5, num_epochs=25, encoder='bilstm', checkpoint=None)
04/22 01:33:08 AM: Setting seed...
04/22 01:33:08 AM: Building/Loading the SNLI dataset...
04/22 01:33:08 AM: Vocab already exists. Loading from disk...
04/22 01:33:17 AM: Total number of parameters: 56983859
04/22 01:33:17 AM: Training the model...
Adjusting learning rate of group 0 to 1.0000e-01.
  0%|          | 0/25 [00:00<?, ?it/s]04/22 01:33:17 AM: Epoch: 1/25
04/22 02:02:36 AM: Epoch: 9/25, Batch: 3501/8584, Train Loss: 0.3670
04/22 02:02:48 AM: Epoch: 9/25, Batch: 4001/8584, Train Loss: 0.2865
04/22 02:03:00 AM: Epoch: 9/25, Batch: 4501/8584, Train Loss: 0.2214
04/22 02:03:13 AM: Epoch: 9/25, Batch: 5001/8584, Train Loss: 0.1661
04/22 02:03:25 AM: Epoch: 9/25, Batch: 5501/8584, Train Loss: 0.1745
04/22 02:03:37 AM: Epoch: 9/25, Batch: 6001/8584, Train Loss: 0.1831
04/22 02:03:49 AM: Epoch: 9/25, Batch: 6501/8584, Train Loss: 0.2367
04/22 02:04:01 AM: Epoch: 9/25, Batch: 7001/8584, Train Loss: 0.2021
04/22 02:04:13 AM: Epoch: 9/25, Batch: 7501/8584, Train Loss: 0.1807
04/22 02:04:25 AM: Epoch: 9/25, Batch: 8001/8584, Train Loss: 0.4221
04/22 02:04:37 AM: Epoch: 9/25, Batch: 8501/8584, Train Loss: 0.2078
04/22 02:04:39 AM: Epoch: 9/25, Train Loss: 0.2723
04/22 02:04:39 AM: Batch: 1/154, Loss: 0.7103, Acc: 76.5625
04/22 02:04:39 AM: Batch: 11/154, Loss: 0.4891, Acc: 81.2500
04/22 02:04:39 AM: Batch: 21/154, Loss: 1.1295, Acc: 68.7500
04/22 02:04:40 AM: Batch: 31/154, Loss: 0.5551, Acc: 84.3750
04/22 02:04:40 AM: Batch: 41/154, Loss: 0.8323, Acc: 82.8125
04/22 02:04:40 AM: Batch: 51/154, Loss: 0.6027, Acc: 81.2500
04/22 02:04:40 AM: Batch: 61/154, Loss: 0.5366, Acc: 78.1250
04/22 02:04:40 AM: Batch: 71/154, Loss: 1.0235, Acc: 71.8750
04/22 02:04:40 AM: Batch: 81/154, Loss: 0.8654, Acc: 70.3125
04/22 02:04:40 AM: Batch: 91/154, Loss: 0.6081, Acc: 75.0000
04/22 02:04:40 AM: Batch: 101/154, Loss: 0.5605, Acc: 82.8125
04/22 02:04:40 AM: Batch: 111/154, Loss: 0.3867, Acc: 85.9375
04/22 02:04:40 AM: Batch: 121/154, Loss: 0.6750, Acc: 76.5625
04/22 02:04:41 AM: Batch: 131/154, Loss: 0.4200, Acc: 84.3750
04/22 02:04:41 AM: Batch: 141/154, Loss: 0.5195, Acc: 82.8125
04/22 02:04:41 AM: Batch: 151/154, Loss: 0.9050, Acc: 70.3125
04/22 02:04:41 AM: Epoch: 9/25, Val Loss: 0.6564, Val Acc: 79.4960
04/22 02:04:41 AM: Learning rate decreased to: 0.0037
 36%|███▌      | 9/25 [31:23<55:46, 209.14s/it]04/22 02:04:41 AM: Epoch: 10/25
Adjusting learning rate of group 0 to 1.8270e-02.
04/22 02:04:53 AM: Epoch: 10/25, Batch: 501/8584, Train Loss: 0.1281
04/22 02:05:05 AM: Epoch: 10/25, Batch: 1001/8584, Train Loss: 0.2232
04/22 02:05:17 AM: Epoch: 10/25, Batch: 1501/8584, Train Loss: 0.2209
04/22 02:05:29 AM: Epoch: 10/25, Batch: 2001/8584, Train Loss: 0.1396
04/22 02:05:41 AM: Epoch: 10/25, Batch: 2501/8584, Train Loss: 0.1433
04/22 02:05:53 AM: Epoch: 10/25, Batch: 3001/8584, Train Loss: 0.1325
04/22 02:06:05 AM: Epoch: 10/25, Batch: 3501/8584, Train Loss: 0.3226
04/22 02:06:17 AM: Epoch: 10/25, Batch: 4001/8584, Train Loss: 0.2647
04/22 02:06:30 AM: Epoch: 10/25, Batch: 4501/8584, Train Loss: 0.1875
04/22 02:06:42 AM: Epoch: 10/25, Batch: 5001/8584, Train Loss: 0.1499
04/22 02:06:54 AM: Epoch: 10/25, Batch: 5501/8584, Train Loss: 0.1272
04/22 02:07:06 AM: Epoch: 10/25, Batch: 6001/8584, Train Loss: 0.1284
04/22 02:07:18 AM: Epoch: 10/25, Batch: 6501/8584, Train Loss: 0.1540
04/22 02:07:30 AM: Epoch: 10/25, Batch: 7001/8584, Train Loss: 0.1283
04/22 02:07:42 AM: Epoch: 10/25, Batch: 7501/8584, Train Loss: 0.1387
04/22 02:07:54 AM: Epoch: 10/25, Batch: 8001/8584, Train Loss: 0.2898
04/22 02:08:06 AM: Epoch: 10/25, Batch: 8501/8584, Train Loss: 0.1553
04/22 02:08:08 AM: Epoch: 10/25, Train Loss: 0.2255
04/22 02:08:09 AM: Batch: 1/154, Loss: 0.6586, Acc: 78.1250
04/22 02:08:09 AM: Batch: 11/154, Loss: 0.5310, Acc: 82.8125
04/22 02:08:09 AM: Batch: 21/154, Loss: 1.1295, Acc: 68.7500
04/22 02:08:09 AM: Batch: 31/154, Loss: 0.5362, Acc: 85.9375
04/22 02:08:09 AM: Batch: 41/154, Loss: 0.7861, Acc: 81.2500
04/22 02:08:09 AM: Batch: 51/154, Loss: 0.6184, Acc: 79.6875
04/22 02:08:09 AM: Batch: 61/154, Loss: 0.5483, Acc: 78.1250
04/22 02:08:09 AM: Batch: 71/154, Loss: 1.0568, Acc: 71.8750
04/22 02:08:09 AM: Batch: 81/154, Loss: 0.8838, Acc: 68.7500
04/22 02:08:09 AM: Batch: 91/154, Loss: 0.5760, Acc: 78.1250
04/22 02:08:10 AM: Batch: 101/154, Loss: 0.5813, Acc: 81.2500
04/22 02:08:10 AM: Batch: 111/154, Loss: 0.3764, Acc: 85.9375
04/22 02:08:10 AM: Batch: 121/154, Loss: 0.6454, Acc: 78.1250
04/22 02:08:10 AM: Batch: 131/154, Loss: 0.4482, Acc: 85.9375
04/22 02:08:10 AM: Batch: 141/154, Loss: 0.4874, Acc: 81.2500
04/22 02:08:10 AM: Batch: 151/154, Loss: 0.8986, Acc: 71.8750
04/22 02:08:10 AM: Epoch: 10/25, Val Loss: 0.6578, Val Acc: 79.5773
04/22 02:08:10 AM: Learning rate decreased to: 0.0007
 40%|████      | 10/25 [34:52<52:17, 209.18s/it]04/22 02:08:10 AM: Epoch: 11/25
Adjusting learning rate of group 0 to 3.6175e-03.
04/22 02:08:22 AM: Epoch: 11/25, Batch: 501/8584, Train Loss: 0.1179
04/22 02:08:34 AM: Epoch: 11/25, Batch: 1001/8584, Train Loss: 0.2045
04/22 02:08:46 AM: Epoch: 11/25, Batch: 1501/8584, Train Loss: 0.2036
04/22 02:08:58 AM: Epoch: 11/25, Batch: 2001/8584, Train Loss: 0.1344
04/22 02:09:10 AM: Epoch: 11/25, Batch: 2501/8584, Train Loss: 0.1228
04/22 02:09:22 AM: Epoch: 11/25, Batch: 3001/8584, Train Loss: 0.1285
04/22 02:09:34 AM: Epoch: 11/25, Batch: 3501/8584, Train Loss: 0.3073
04/22 02:09:46 AM: Epoch: 11/25, Batch: 4001/8584, Train Loss: 0.2489
04/22 02:09:59 AM: Epoch: 11/25, Batch: 4501/8584, Train Loss: 0.1745
04/22 02:10:11 AM: Epoch: 11/25, Batch: 5001/8584, Train Loss: 0.1361
04/22 02:10:23 AM: Epoch: 11/25, Batch: 5501/8584, Train Loss: 0.1148
04/22 02:10:35 AM: Epoch: 11/25, Batch: 6001/8584, Train Loss: 0.1156
04/22 02:10:47 AM: Epoch: 11/25, Batch: 6501/8584, Train Loss: 0.1341
04/22 02:10:59 AM: Epoch: 11/25, Batch: 7001/8584, Train Loss: 0.1120
04/22 02:11:11 AM: Epoch: 11/25, Batch: 7501/8584, Train Loss: 0.1325
04/22 02:11:23 AM: Epoch: 11/25, Batch: 8001/8584, Train Loss: 0.2802
04/22 02:11:35 AM: Epoch: 11/25, Batch: 8501/8584, Train Loss: 0.1439
04/22 02:11:37 AM: Epoch: 11/25, Train Loss: 0.2062
04/22 02:11:37 AM: Batch: 1/154, Loss: 0.6700, Acc: 76.5625
04/22 02:11:38 AM: Batch: 11/154, Loss: 0.5242, Acc: 82.8125
04/22 02:11:38 AM: Batch: 21/154, Loss: 1.0962, Acc: 70.3125
04/22 02:11:38 AM: Batch: 31/154, Loss: 0.5361, Acc: 85.9375
04/22 02:11:38 AM: Batch: 41/154, Loss: 0.7826, Acc: 81.2500
04/22 02:11:38 AM: Batch: 51/154, Loss: 0.6331, Acc: 79.6875
04/22 02:11:38 AM: Batch: 61/154, Loss: 0.5271, Acc: 79.6875
04/22 02:11:38 AM: Batch: 71/154, Loss: 1.0635, Acc: 71.8750
04/22 02:11:38 AM: Batch: 81/154, Loss: 0.8974, Acc: 67.1875
04/22 02:11:38 AM: Batch: 91/154, Loss: 0.5678, Acc: 78.1250
04/22 02:11:38 AM: Batch: 101/154, Loss: 0.6001, Acc: 81.2500
04/22 02:11:39 AM: Batch: 111/154, Loss: 0.3632, Acc: 85.9375
04/22 02:11:39 AM: Batch: 121/154, Loss: 0.6407, Acc: 78.1250
04/22 02:11:39 AM: Batch: 131/154, Loss: 0.4452, Acc: 85.9375
04/22 02:11:39 AM: Batch: 141/154, Loss: 0.4933, Acc: 81.2500
04/22 02:11:39 AM: Batch: 151/154, Loss: 0.9052, Acc: 71.8750
04/22 02:11:39 AM: Epoch: 11/25, Val Loss: 0.6546, Val Acc: 79.4656
04/22 02:11:39 AM: Learning rate decreased to: 0.0001
 44%|████▍     | 11/25 [38:21<48:47, 209.10s/it]04/22 02:11:39 AM: Epoch: 12/25
Adjusting learning rate of group 0 to 7.1627e-04.
04/22 02:11:51 AM: Epoch: 12/25, Batch: 501/8584, Train Loss: 0.1153
04/22 02:12:03 AM: Epoch: 12/25, Batch: 1001/8584, Train Loss: 0.1991
04/22 02:12:15 AM: Epoch: 12/25, Batch: 1501/8584, Train Loss: 0.1879
04/22 02:12:27 AM: Epoch: 12/25, Batch: 2001/8584, Train Loss: 0.1349
04/22 02:12:39 AM: Epoch: 12/25, Batch: 2501/8584, Train Loss: 0.1236
04/22 02:12:51 AM: Epoch: 12/25, Batch: 3001/8584, Train Loss: 0.1278
04/22 02:13:03 AM: Epoch: 12/25, Batch: 3501/8584, Train Loss: 0.2970
04/22 02:13:15 AM: Epoch: 12/25, Batch: 4001/8584, Train Loss: 0.2440
04/22 02:13:28 AM: Epoch: 12/25, Batch: 4501/8584, Train Loss: 0.1739
04/22 02:13:40 AM: Epoch: 12/25, Batch: 5001/8584, Train Loss: 0.1339
04/22 02:13:52 AM: Epoch: 12/25, Batch: 5501/8584, Train Loss: 0.1141
04/22 02:14:04 AM: Epoch: 12/25, Batch: 6001/8584, Train Loss: 0.1088
04/22 02:14:16 AM: Epoch: 12/25, Batch: 6501/8584, Train Loss: 0.1324
04/22 02:14:28 AM: Epoch: 12/25, Batch: 7001/8584, Train Loss: 0.1098
04/22 02:14:40 AM: Epoch: 12/25, Batch: 7501/8584, Train Loss: 0.1304
04/22 02:14:52 AM: Epoch: 12/25, Batch: 8001/8584, Train Loss: 0.2758
04/22 02:15:04 AM: Epoch: 12/25, Batch: 8501/8584, Train Loss: 0.1416
04/22 02:15:06 AM: Epoch: 12/25, Train Loss: 0.2011
04/22 02:15:07 AM: Batch: 1/154, Loss: 0.6695, Acc: 76.5625
04/22 02:15:07 AM: Batch: 11/154, Loss: 0.5251, Acc: 81.2500
04/22 02:15:07 AM: Batch: 21/154, Loss: 1.0852, Acc: 71.8750
04/22 02:15:07 AM: Batch: 31/154, Loss: 0.5347, Acc: 85.9375
04/22 02:15:07 AM: Batch: 41/154, Loss: 0.7803, Acc: 81.2500
04/22 02:15:07 AM: Batch: 51/154, Loss: 0.6373, Acc: 78.1250
04/22 02:15:07 AM: Batch: 61/154, Loss: 0.5182, Acc: 81.2500
04/22 02:15:07 AM: Batch: 71/154, Loss: 1.0632, Acc: 71.8750
04/22 02:15:07 AM: Batch: 81/154, Loss: 0.9003, Acc: 67.1875
04/22 02:15:07 AM: Batch: 91/154, Loss: 0.5655, Acc: 79.6875
04/22 02:15:08 AM: Batch: 101/154, Loss: 0.6033, Acc: 81.2500
04/22 02:15:08 AM: Batch: 111/154, Loss: 0.3612, Acc: 85.9375
04/22 02:15:08 AM: Batch: 121/154, Loss: 0.6423, Acc: 78.1250
04/22 02:15:08 AM: Batch: 131/154, Loss: 0.4409, Acc: 85.9375
04/22 02:15:08 AM: Batch: 141/154, Loss: 0.4937, Acc: 81.2500
04/22 02:15:08 AM: Batch: 151/154, Loss: 0.9041, Acc: 73.4375
04/22 02:15:08 AM: Epoch: 12/25, Val Loss: 0.6529, Val Acc: 79.5672
04/22 02:15:08 AM: Learning rate decreased to: 0.0000
 48%|████▊     | 12/25 [41:50<45:18, 209.11s/it]04/22 02:15:08 AM: Epoch: 13/25
Adjusting learning rate of group 0 to 1.4182e-04.
04/22 02:15:20 AM: Epoch: 13/25, Batch: 501/8584, Train Loss: 0.1149
04/22 02:15:32 AM: Epoch: 13/25, Batch: 1001/8584, Train Loss: 0.1982
04/22 02:15:44 AM: Epoch: 13/25, Batch: 1501/8584, Train Loss: 0.1845
04/22 02:15:56 AM: Epoch: 13/25, Batch: 2001/8584, Train Loss: 0.1350
04/22 02:16:08 AM: Epoch: 13/25, Batch: 2501/8584, Train Loss: 0.1230
04/22 02:16:20 AM: Epoch: 13/25, Batch: 3001/8584, Train Loss: 0.1273
04/22 02:16:32 AM: Epoch: 13/25, Batch: 3501/8584, Train Loss: 0.2965
04/22 02:16:44 AM: Epoch: 13/25, Batch: 4001/8584, Train Loss: 0.2431
04/22 02:16:57 AM: Epoch: 13/25, Batch: 4501/8584, Train Loss: 0.1730
04/22 02:17:09 AM: Epoch: 13/25, Batch: 5001/8584, Train Loss: 0.1340
04/22 02:17:21 AM: Epoch: 13/25, Batch: 5501/8584, Train Loss: 0.1133
04/22 02:17:33 AM: Epoch: 13/25, Batch: 6001/8584, Train Loss: 0.1073
04/22 02:17:45 AM: Epoch: 13/25, Batch: 6501/8584, Train Loss: 0.1312
04/22 02:17:57 AM: Epoch: 13/25, Batch: 7001/8584, Train Loss: 0.1093
04/22 02:18:09 AM: Epoch: 13/25, Batch: 7501/8584, Train Loss: 0.1300
04/22 02:18:21 AM: Epoch: 13/25, Batch: 8001/8584, Train Loss: 0.2744
04/22 02:18:33 AM: Epoch: 13/25, Batch: 8501/8584, Train Loss: 0.1416
04/22 02:18:35 AM: Epoch: 13/25, Train Loss: 0.1999
04/22 02:18:35 AM: Batch: 1/154, Loss: 0.6648, Acc: 76.5625
04/22 02:18:36 AM: Batch: 11/154, Loss: 0.5264, Acc: 79.6875
04/22 02:18:36 AM: Batch: 21/154, Loss: 1.0855, Acc: 71.8750
04/22 02:18:36 AM: Batch: 31/154, Loss: 0.5332, Acc: 85.9375
04/22 02:18:36 AM: Batch: 41/154, Loss: 0.7756, Acc: 81.2500
04/22 02:18:36 AM: Batch: 51/154, Loss: 0.6377, Acc: 78.1250
04/22 02:18:36 AM: Batch: 61/154, Loss: 0.5147, Acc: 79.6875
04/22 02:18:36 AM: Batch: 71/154, Loss: 1.0608, Acc: 71.8750
04/22 02:18:36 AM: Batch: 81/154, Loss: 0.9023, Acc: 67.1875
04/22 02:18:36 AM: Batch: 91/154, Loss: 0.5659, Acc: 79.6875
04/22 02:18:36 AM: Batch: 101/154, Loss: 0.6027, Acc: 81.2500
04/22 02:18:36 AM: Batch: 111/154, Loss: 0.3597, Acc: 85.9375
04/22 02:18:37 AM: Batch: 121/154, Loss: 0.6431, Acc: 78.1250
04/22 02:18:37 AM: Batch: 131/154, Loss: 0.4408, Acc: 85.9375
04/22 02:18:37 AM: Batch: 141/154, Loss: 0.4926, Acc: 81.2500
04/22 02:18:37 AM: Batch: 151/154, Loss: 0.9021, Acc: 73.4375
04/22 02:18:37 AM: Epoch: 13/25, Val Loss: 0.6525, Val Acc: 79.5773
04/22 02:18:37 AM: Learning rate decreased to: 0.0000
04/22 02:18:37 AM: Learning rate is smaller than 10^-5, stopping the training...
 48%|████▊     | 12/25 [45:19<49:06, 226.64s/it]
04/22 02:18:37 AM: Best val loss: 0.5495
04/22 02:18:37 AM: Best val acc: 79.9431
04/22 02:18:37 AM: Best validation loss: 0.5495, Best validation accuracy: 0.7994
04/22 02:18:37 AM: Loading the best model...
Adjusting learning rate of group 0 to 2.8081e-05.
04/22 02:18:37 AM: Batch: 1/154, Loss: 0.4448, Acc: 82.8125
04/22 02:18:37 AM: Batch: 11/154, Loss: 0.6836, Acc: 81.2500
04/22 02:18:37 AM: Batch: 21/154, Loss: 0.3254, Acc: 85.9375
04/22 02:18:38 AM: Batch: 31/154, Loss: 0.4684, Acc: 87.5000
04/22 02:18:38 AM: Batch: 41/154, Loss: 0.5526, Acc: 84.3750
04/22 02:18:38 AM: Batch: 51/154, Loss: 0.8088, Acc: 76.5625
04/22 02:18:38 AM: Batch: 61/154, Loss: 0.5224, Acc: 89.0625
04/22 02:18:38 AM: Batch: 71/154, Loss: 0.6660, Acc: 81.2500
04/22 02:18:38 AM: Batch: 81/154, Loss: 0.8370, Acc: 71.8750
04/22 02:18:38 AM: Batch: 91/154, Loss: 0.7738, Acc: 78.1250
04/22 02:18:38 AM: Batch: 101/154, Loss: 0.7768, Acc: 76.5625
04/22 02:18:38 AM: Batch: 111/154, Loss: 0.6515, Acc: 76.5625
04/22 02:18:38 AM: Batch: 121/154, Loss: 0.4446, Acc: 90.6250
04/22 02:18:39 AM: Batch: 131/154, Loss: 0.5746, Acc: 85.9375
04/22 02:18:39 AM: Batch: 141/154, Loss: 0.6105, Acc: 79.6875
04/22 02:18:39 AM: Batch: 151/154, Loss: 0.5593, Acc: 81.2500
04/22 02:18:39 AM: Test loss: 0.6155, Test accuracy: 79.7638
04/22 02:18:39 AM: Done!

JOB STATISTICS
==============
Job ID: 5996549
Cluster: snellius
User/Group: scur1398/scur1398
State: RUNNING
Nodes: 1
Cores per node: 18
CPU Utilized: 00:00:00
CPU Efficiency: 0.00% of 13:43:30 core-walltime
Job Wall-clock time: 00:45:45
Memory Utilized: 0.00 MB (estimated maximum)
Memory Efficiency: 0.00% of 120.00 GB (120.00 GB/node)
WARNING: Efficiency statistics may be misleading for RUNNING jobs.
