04/22 01:33:08 AM: Printing arguments : Namespace(seed=1234, batch_size=64, num_workers=4, lr=0.1, lr_divisor=5, num_epochs=25, encoder='bilstm-max', checkpoint=None)
04/22 01:33:08 AM: Setting seed...
04/22 01:33:08 AM: Building/Loading the SNLI dataset...
04/22 01:33:08 AM: Vocab already exists. Loading from disk...
04/22 01:33:18 AM: Total number of parameters: 56983859
04/22 01:33:18 AM: Training the model...
Adjusting learning rate of group 0 to 1.0000e-01.
  0%|          | 0/25 [00:00<?, ?it/s]04/22 01:33:18 AM: Epoch: 1/25
04/22 02:05:56 AM: Epoch: 9/25, Batch: 3501/8584, Train Loss: 0.1637
04/22 02:06:10 AM: Epoch: 9/25, Batch: 4001/8584, Train Loss: 0.1708
04/22 02:06:23 AM: Epoch: 9/25, Batch: 4501/8584, Train Loss: 0.2124
04/22 02:06:37 AM: Epoch: 9/25, Batch: 5001/8584, Train Loss: 0.0871
04/22 02:06:50 AM: Epoch: 9/25, Batch: 5501/8584, Train Loss: 0.1087
04/22 02:07:03 AM: Epoch: 9/25, Batch: 6001/8584, Train Loss: 0.0788
04/22 02:07:17 AM: Epoch: 9/25, Batch: 6501/8584, Train Loss: 0.0646
04/22 02:07:30 AM: Epoch: 9/25, Batch: 7001/8584, Train Loss: 0.0377
04/22 02:07:44 AM: Epoch: 9/25, Batch: 7501/8584, Train Loss: 0.0888
04/22 02:07:57 AM: Epoch: 9/25, Batch: 8001/8584, Train Loss: 0.1506
04/22 02:08:11 AM: Epoch: 9/25, Batch: 8501/8584, Train Loss: 0.0731
04/22 02:08:13 AM: Epoch: 9/25, Train Loss: 0.1276
04/22 02:08:13 AM: Batch: 1/154, Loss: 0.4583, Acc: 85.9375
04/22 02:08:14 AM: Batch: 11/154, Loss: 0.6146, Acc: 82.8125
04/22 02:08:14 AM: Batch: 21/154, Loss: 0.5461, Acc: 81.2500
04/22 02:08:14 AM: Batch: 31/154, Loss: 0.3933, Acc: 85.9375
04/22 02:08:14 AM: Batch: 41/154, Loss: 1.0032, Acc: 76.5625
04/22 02:08:14 AM: Batch: 51/154, Loss: 0.5749, Acc: 79.6875
04/22 02:08:14 AM: Batch: 61/154, Loss: 0.4030, Acc: 85.9375
04/22 02:08:14 AM: Batch: 71/154, Loss: 0.8999, Acc: 79.6875
04/22 02:08:14 AM: Batch: 81/154, Loss: 0.5559, Acc: 81.2500
04/22 02:08:14 AM: Batch: 91/154, Loss: 0.4198, Acc: 84.3750
04/22 02:08:14 AM: Batch: 101/154, Loss: 0.3266, Acc: 85.9375
04/22 02:08:15 AM: Batch: 111/154, Loss: 0.3052, Acc: 85.9375
04/22 02:08:15 AM: Batch: 121/154, Loss: 0.5929, Acc: 78.1250
04/22 02:08:15 AM: Batch: 131/154, Loss: 0.3063, Acc: 89.0625
04/22 02:08:15 AM: Batch: 141/154, Loss: 0.3510, Acc: 84.3750
04/22 02:08:15 AM: Batch: 151/154, Loss: 0.5293, Acc: 82.8125
04/22 02:08:15 AM: Epoch: 9/25, Val Loss: 0.5296, Val Acc: 84.0378
04/22 02:08:15 AM: Learning rate decreased to: 0.0001
 36%|███▌      | 9/25 [34:57<1:02:07, 232.95s/it]04/22 02:08:15 AM: Epoch: 10/25
Adjusting learning rate of group 0 to 7.3081e-04.
04/22 02:08:29 AM: Epoch: 10/25, Batch: 501/8584, Train Loss: 0.0598
04/22 02:08:42 AM: Epoch: 10/25, Batch: 1001/8584, Train Loss: 0.1333
04/22 02:08:55 AM: Epoch: 10/25, Batch: 1501/8584, Train Loss: 0.0856
04/22 02:09:09 AM: Epoch: 10/25, Batch: 2001/8584, Train Loss: 0.0833
04/22 02:09:22 AM: Epoch: 10/25, Batch: 2501/8584, Train Loss: 0.1273
04/22 02:09:35 AM: Epoch: 10/25, Batch: 3001/8584, Train Loss: 0.0807
04/22 02:09:49 AM: Epoch: 10/25, Batch: 3501/8584, Train Loss: 0.1529
04/22 02:10:02 AM: Epoch: 10/25, Batch: 4001/8584, Train Loss: 0.1654
04/22 02:10:16 AM: Epoch: 10/25, Batch: 4501/8584, Train Loss: 0.2132
04/22 02:10:29 AM: Epoch: 10/25, Batch: 5001/8584, Train Loss: 0.0861
04/22 02:10:43 AM: Epoch: 10/25, Batch: 5501/8584, Train Loss: 0.1064
04/22 02:10:56 AM: Epoch: 10/25, Batch: 6001/8584, Train Loss: 0.0774
04/22 02:11:10 AM: Epoch: 10/25, Batch: 6501/8584, Train Loss: 0.0639
04/22 02:11:23 AM: Epoch: 10/25, Batch: 7001/8584, Train Loss: 0.0374
04/22 02:11:37 AM: Epoch: 10/25, Batch: 7501/8584, Train Loss: 0.0872
04/22 02:11:50 AM: Epoch: 10/25, Batch: 8001/8584, Train Loss: 0.1490
04/22 02:12:04 AM: Epoch: 10/25, Batch: 8501/8584, Train Loss: 0.0718
04/22 02:12:06 AM: Epoch: 10/25, Train Loss: 0.1239
04/22 02:12:06 AM: Batch: 1/154, Loss: 0.4625, Acc: 85.9375
04/22 02:12:06 AM: Batch: 11/154, Loss: 0.6131, Acc: 81.2500
04/22 02:12:06 AM: Batch: 21/154, Loss: 0.5448, Acc: 81.2500
04/22 02:12:06 AM: Batch: 31/154, Loss: 0.3934, Acc: 85.9375
04/22 02:12:07 AM: Batch: 41/154, Loss: 1.0177, Acc: 76.5625
04/22 02:12:07 AM: Batch: 51/154, Loss: 0.5776, Acc: 78.1250
04/22 02:12:07 AM: Batch: 61/154, Loss: 0.4030, Acc: 85.9375
04/22 02:12:07 AM: Batch: 71/154, Loss: 0.9084, Acc: 79.6875
04/22 02:12:07 AM: Batch: 81/154, Loss: 0.5530, Acc: 81.2500
04/22 02:12:07 AM: Batch: 91/154, Loss: 0.4161, Acc: 84.3750
04/22 02:12:07 AM: Batch: 101/154, Loss: 0.3272, Acc: 85.9375
04/22 02:12:07 AM: Batch: 111/154, Loss: 0.3067, Acc: 85.9375
04/22 02:12:07 AM: Batch: 121/154, Loss: 0.5897, Acc: 79.6875
04/22 02:12:07 AM: Batch: 131/154, Loss: 0.3041, Acc: 89.0625
04/22 02:12:08 AM: Batch: 141/154, Loss: 0.3541, Acc: 84.3750
04/22 02:12:08 AM: Batch: 151/154, Loss: 0.5257, Acc: 82.8125
04/22 02:12:08 AM: Epoch: 10/25, Val Loss: 0.5301, Val Acc: 84.0378
04/22 02:12:08 AM: Learning rate decreased to: 0.0000
 40%|████      | 10/25 [38:49<58:12, 232.86s/it] 04/22 02:12:08 AM: Epoch: 11/25
Adjusting learning rate of group 0 to 1.4470e-04.
04/22 02:12:21 AM: Epoch: 11/25, Batch: 501/8584, Train Loss: 0.0600
04/22 02:12:35 AM: Epoch: 11/25, Batch: 1001/8584, Train Loss: 0.1316
04/22 02:12:48 AM: Epoch: 11/25, Batch: 1501/8584, Train Loss: 0.0855
04/22 02:13:01 AM: Epoch: 11/25, Batch: 2001/8584, Train Loss: 0.0814
04/22 02:13:15 AM: Epoch: 11/25, Batch: 2501/8584, Train Loss: 0.1261
04/22 02:13:28 AM: Epoch: 11/25, Batch: 3001/8584, Train Loss: 0.0791
04/22 02:13:42 AM: Epoch: 11/25, Batch: 3501/8584, Train Loss: 0.1517
04/22 02:13:55 AM: Epoch: 11/25, Batch: 4001/8584, Train Loss: 0.1649
04/22 02:14:09 AM: Epoch: 11/25, Batch: 4501/8584, Train Loss: 0.2136
04/22 02:14:22 AM: Epoch: 11/25, Batch: 5001/8584, Train Loss: 0.0855
04/22 02:14:36 AM: Epoch: 11/25, Batch: 5501/8584, Train Loss: 0.1065
04/22 02:14:49 AM: Epoch: 11/25, Batch: 6001/8584, Train Loss: 0.0768
04/22 02:15:02 AM: Epoch: 11/25, Batch: 6501/8584, Train Loss: 0.0635
04/22 02:15:16 AM: Epoch: 11/25, Batch: 7001/8584, Train Loss: 0.0373
04/22 02:15:29 AM: Epoch: 11/25, Batch: 7501/8584, Train Loss: 0.0875
04/22 02:15:43 AM: Epoch: 11/25, Batch: 8001/8584, Train Loss: 0.1482
04/22 02:15:56 AM: Epoch: 11/25, Batch: 8501/8584, Train Loss: 0.0715
04/22 02:15:59 AM: Epoch: 11/25, Train Loss: 0.1232
04/22 02:15:59 AM: Batch: 1/154, Loss: 0.4608, Acc: 85.9375
04/22 02:15:59 AM: Batch: 11/154, Loss: 0.6093, Acc: 81.2500
04/22 02:15:59 AM: Batch: 21/154, Loss: 0.5416, Acc: 81.2500
04/22 02:15:59 AM: Batch: 31/154, Loss: 0.3919, Acc: 85.9375
04/22 02:15:59 AM: Batch: 41/154, Loss: 1.0148, Acc: 76.5625
04/22 02:15:59 AM: Batch: 51/154, Loss: 0.5767, Acc: 78.1250
04/22 02:16:00 AM: Batch: 61/154, Loss: 0.4013, Acc: 85.9375
04/22 02:16:00 AM: Batch: 71/154, Loss: 0.9027, Acc: 79.6875
04/22 02:16:00 AM: Batch: 81/154, Loss: 0.5534, Acc: 81.2500
04/22 02:16:00 AM: Batch: 91/154, Loss: 0.4168, Acc: 84.3750
04/22 02:16:00 AM: Batch: 101/154, Loss: 0.3274, Acc: 85.9375
04/22 02:16:00 AM: Batch: 111/154, Loss: 0.3053, Acc: 85.9375
04/22 02:16:00 AM: Batch: 121/154, Loss: 0.5841, Acc: 79.6875
04/22 02:16:00 AM: Batch: 131/154, Loss: 0.3054, Acc: 89.0625
04/22 02:16:00 AM: Batch: 141/154, Loss: 0.3511, Acc: 84.3750
04/22 02:16:00 AM: Batch: 151/154, Loss: 0.5252, Acc: 82.8125
04/22 02:16:00 AM: Epoch: 11/25, Val Loss: 0.5297, Val Acc: 83.9667
04/22 02:16:00 AM: Learning rate decreased to: 0.0000
04/22 02:16:00 AM: Learning rate is smaller than 10^-5, stopping the training...
 40%|████      | 10/25 [42:42<1:04:03, 256.25s/it]
04/22 02:16:00 AM: Best val loss: 0.4383
04/22 02:16:00 AM: Best val acc: 84.2105
04/22 02:16:00 AM: Best validation loss: 0.4383, Best validation accuracy: 0.8421
04/22 02:16:00 AM: Loading the best model...
Adjusting learning rate of group 0 to 2.8651e-05.
04/22 02:16:01 AM: Batch: 1/154, Loss: 0.4920, Acc: 79.6875
04/22 02:16:01 AM: Batch: 11/154, Loss: 0.5901, Acc: 81.2500
04/22 02:16:01 AM: Batch: 21/154, Loss: 0.3903, Acc: 87.5000
04/22 02:16:01 AM: Batch: 31/154, Loss: 0.3736, Acc: 85.9375
04/22 02:16:01 AM: Batch: 41/154, Loss: 0.4380, Acc: 85.9375
04/22 02:16:01 AM: Batch: 51/154, Loss: 0.7563, Acc: 79.6875
04/22 02:16:01 AM: Batch: 61/154, Loss: 0.3987, Acc: 85.9375
04/22 02:16:02 AM: Batch: 71/154, Loss: 0.6412, Acc: 82.8125
04/22 02:16:02 AM: Batch: 81/154, Loss: 0.8474, Acc: 84.3750
04/22 02:16:02 AM: Batch: 91/154, Loss: 0.5916, Acc: 79.6875
04/22 02:16:02 AM: Batch: 101/154, Loss: 0.6174, Acc: 78.1250
04/22 02:16:02 AM: Batch: 111/154, Loss: 0.4733, Acc: 81.2500
04/22 02:16:02 AM: Batch: 121/154, Loss: 0.3045, Acc: 85.9375
04/22 02:16:02 AM: Batch: 131/154, Loss: 0.3924, Acc: 85.9375
04/22 02:16:02 AM: Batch: 141/154, Loss: 0.4369, Acc: 85.9375
04/22 02:16:02 AM: Batch: 151/154, Loss: 0.4158, Acc: 81.2500
04/22 02:16:02 AM: Test loss: 0.5001, Test accuracy: 84.0798
04/22 02:16:02 AM: Done!

JOB STATISTICS
==============
Job ID: 5996550
Cluster: snellius
User/Group: scur1398/scur1398
State: RUNNING
Nodes: 1
Cores per node: 18
CPU Utilized: 00:00:00
CPU Efficiency: 0.00% of 12:56:42 core-walltime
Job Wall-clock time: 00:43:09
Memory Utilized: 0.00 MB (estimated maximum)
Memory Efficiency: 0.00% of 120.00 GB (120.00 GB/node)
WARNING: Efficiency statistics may be misleading for RUNNING jobs.
